1p. Locale broad type (name),1q. Census Region,2a. Total number of buses,4b. Number of students in district,4c. Number of schools in district,4f. Median household income,4g. Percent of population below the poverty level,5f. PM2.5 concentration,5h. Ozone concentration
Rural,South,11.0,416.0,2.0,97647.0,0.094,7.952318653,58.91079759
Town,Midwest,20.0,2171.0,4.0,46947.0,0.239,8.928349374,57.46731309
Rural,South,12.0,1484.0,4.0,56471.0,0.147,8.785904626,61.1340066
Urban,Midwest,139.0,20543.0,48.0,41300.0,0.237,9.218118787,59.994561
Suburban,Northeast,1.0,1670.0,4.0,105188.0,0.052000000000000005,5.920064559,55.07848649
Town,Midwest,1.0,4142.0,10.0,85480.0,0.068,6.202585962,58.65101742
Town,South,22.0,2490.0,7.0,37059.0,0.28800000000000003,7.894836902,57.06735131
Rural,Midwest,22.0,773.0,2.0,58068.0,0.07200000000000001,8.544605284,59.49811879
Town,South,104.0,6968.0,14.0,61598.0,0.106,8.853898576,58.94745212
Rural,Northeast,17.0,470.0,1.0,66558.0,0.076,5.788363833,51.51537985
Town,South,34.0,3952.0,8.0,49535.0,0.15,5.680154778,61.01453531
Urban,South,264.0,34078.0,41.0,111327.0,0.044000000000000004,9.329248854,69.45898851
Rural,Midwest,7.0,232.0,2.0,49464.0,0.195,7.349436742,57.14642309
Urban,South,124.0,7856.0,18.0,54015.0,0.17600000000000002,7.357367333,56.96719067
Rural,Northeast,13.0,337.0,1.0,55000.0,0.319,6.384836641,51.12898287
Suburban,Northeast,9.0,2035.0,4.0,98992.0,0.049,8.794744134,65.03284992
Rural,Midwest,6.0,359.0,2.0,50714.0,0.14400000000000002,5.049256083,53.84717349
Town,Midwest,24.0,1037.0,3.0,45095.0,0.105,8.025860685,57.8618251
Suburban,Northeast,2.0,1962.0,4.0,169335.0,0.026000000000000002,6.820236731,55.33694617
Rural,Midwest,24.0,1638.0,5.0,60362.0,0.136,7.366514336,60.83784929
Suburban,South,38.0,2332.0,6.0,43989.0,0.21,8.834709934,60.9765758
Suburban,Midwest,39.0,3539.0,7.0,93842.0,0.031,8.739551213,58.84564716
Rural,West,19.0,441.0,4.0,71991.0,0.115,3.677209055,62.22571917
Rural,Midwest,17.0,704.0,3.0,50104.0,0.185,8.414727974,59.45815152
Suburban,South,51.0,3447.0,7.0,54050.0,0.19899999999999998,9.216156956,67.57200676
Rural,Midwest,3.0,159.0,2.0,65466.0,0.163,6.944164728,55.46651364
Suburban,Midwest,65.0,4511.0,5.0,82405.0,0.057999999999999996,8.641134975,60.31822649
Rural,Northeast,3.0,104.0,1.0,50000.0,0.128,4.085871452,50.69501
Rural,Midwest,6.0,504.0,2.0,68250.0,0.11699999999999999,5.728994205,57.8232019
Rural,Northeast,11.0,415.0,1.0,74977.0,0.049,4.52895011,52.34145
Suburban,Northeast,5.0,2879.0,5.0,80028.0,0.066,8.468828819,66.51220279
Rural,West,11.0,102.0,1.0,50625.0,0.127,2.440219123,58.009
Town,Midwest,17.0,1674.0,4.0,59237.0,0.091,7.339450935,57.14720542
Rural,West,16.0,598.0,3.0,67336.0,0.11599999999999999,4.026597868,61.73772889
Town,Midwest,18.0,1044.0,3.0,92122.0,0.025,9.334762842,61.18646819
Rural,Midwest,13.0,679.0,3.0,51722.0,0.17,7.990415494,57.55778067
Town,Northeast,16.0,1069.0,3.0,54236.0,0.085,5.352334333,51.79926517
Town,Midwest,2.0,3043.0,7.0,98730.0,0.07200000000000001,7.7734176,59.37892767
Rural,West,2.0,83.0,2.0,38635.0,0.124,3.581600658,62.15086
Town,West,10.0,1569.0,5.0,87426.0,0.099,6.438919297,57.03774984
Suburban,West,46.0,4593.0,13.0,74500.0,0.095,5.321695704,46.01809942
Rural,Midwest,2.0,468.0,3.0,81406.0,0.059000000000000004,7.938757937,58.54762225
Town,South,41.0,2977.0,6.0,57629.0,0.187,9.173420719,63.30629667
Suburban,Midwest,27.0,1580.0,5.0,94274.0,0.049,9.264384638,64.91767912
Rural,Midwest,16.0,1562.0,4.0,84750.0,0.038,8.443469243,59.52464447
Suburban,West,107.0,31653.0,39.0,71545.0,0.14,9.773606061,92.12467721
Town,West,43.0,2406.0,10.0,81768.0,0.052000000000000005,4.896640957,62.32106312
Rural,Northeast,2.0,34.0,1.0,41645.0,0.171,4.346903425,51.76886
Rural,South,23.0,641.0,2.0,41534.0,0.20199999999999999,8.336973915,57.83561452
Suburban,West,67.0,6867.0,12.0,123607.0,0.039,9.384658352,53.30047083
Rural,South,15.0,538.0,3.0,47321.0,0.14800000000000002,8.781430685,56.49602
Suburban,West,36.0,8233.0,5.0,121803.0,0.069,7.591003624,65.15490602
Town,South,17.0,1114.0,3.0,33163.0,0.273,9.439230352,60.24606658
Town,Midwest,24.0,3158.0,6.0,55900.0,0.129,6.036530295,57.10796628
Rural,Midwest,7.0,692.0,3.0,47407.0,0.2,8.440349566,61.71192339
Town,Midwest,11.0,740.0,2.0,63482.0,0.18,9.281866135,60.09164849
Rural,Northeast,16.0,692.0,2.0,80989.0,0.05,6.718320064,59.87768648
Suburban,Midwest,22.0,1101.0,3.0,108674.0,0.006999999999999999,9.451240253,62.06712903
Town,South,15.0,648.0,2.0,49816.0,0.19399999999999998,9.165534924,56.74069621
Rural,South,39.0,3717.0,5.0,72909.0,0.11199999999999999,9.492892643,65.351451
Rural,Northeast,17.0,476.0,2.0,73569.0,0.05,6.586685499,51.51378559
Suburban,South,8.0,1513.0,6.0,42692.0,0.231,7.808574032,56.48249254
Town,South,16.0,1005.0,3.0,53224.0,0.131,6.635049134,61.45335691
Suburban,Midwest,41.0,5185.0,7.0,93650.0,0.055999999999999994,9.058437942,61.98432228
Rural,South,9.0,120.0,1.0,55870.0,0.35200000000000004,6.117035913,61.53416004
Town,South,51.0,5004.0,11.0,51111.0,0.147,7.541329061,58.90451511
Suburban,Midwest,64.0,3454.0,7.0,90099.0,0.048,9.254342867,61.1980092
Town,Midwest,18.0,1105.0,3.0,47647.0,0.16,7.07529687,57.24502583
Suburban,Midwest,76.0,7961.0,12.0,97266.0,0.052000000000000005,9.741495204,61.12023566
Rural,Northeast,30.0,2962.0,2.0,119279.0,0.048,8.302720053,65.78916485
Rural,South,31.0,1211.0,5.0,40479.0,0.22899999999999998,8.221621582,58.29692654
Rural,Midwest,11.0,380.0,4.0,45906.0,0.131,8.336548672,60.18211036
Town,Midwest,11.0,668.0,2.0,35256.0,0.17300000000000001,8.035370037,58.27744957
Rural,Midwest,26.0,867.0,2.0,69650.0,0.08199999999999999,8.786409435,61.04755087
Suburban,Northeast,67.0,3563.0,6.0,60172.0,0.152,7.901689729,60.74389365
Town,West,18.0,965.0,4.0,64781.0,0.114,4.05864013,62.88360285
Suburban,West,15.0,1240.0,4.0,98906.0,0.08800000000000001,5.946149597,50.1425553
Rural,Midwest,25.0,1134.0,3.0,63939.0,0.063,8.714312719,58.4699303
Town,Northeast,37.0,2239.0,5.0,57000.0,0.182,5.833473199,51.91739737
Rural,Midwest,21.0,641.0,3.0,60337.0,0.14800000000000002,7.029444926,58.66305949
Town,West,24.0,1247.0,3.0,53796.0,0.14400000000000002,6.778325814,45.23416861
Rural,West,15.0,7818.0,5.0,64766.0,0.11599999999999999,4.80794611,58.49716
Rural,South,11.0,470.0,2.0,38500.0,0.19,7.688623563,55.26595171
Rural,Midwest,8.0,614.0,2.0,64620.0,0.11,8.139076406,59.63783254
Rural,West,11.0,1738.0,6.0,63142.0,0.163,5.766746776,70.46430458
Rural,Midwest,6.0,130.0,1.0,45458.0,0.155,6.880205043,54.78318012
Rural,Midwest,10.0,233.0,2.0,63333.0,0.14800000000000002,4.283391274,55.41252777
Rural,Midwest,3.0,245.0,2.0,47368.0,0.11800000000000001,8.003026906,63.34779772
Rural,Midwest,15.0,1130.0,4.0,74608.0,0.045,7.4242732,57.73965517
Rural,Northeast,62.0,3498.0,7.0,68148.0,0.065,6.643330292,55.19430045
Rural,Midwest,6.0,784.0,2.0,84183.0,0.059000000000000004,5.916489426,58.43416001
Urban,West,74.0,27900.0,19.0,55061.0,0.20600000000000002,7.364028711,68.71364221
Rural,Midwest,9.0,561.0,2.0,57969.0,0.18600000000000003,7.741694086,58.77249966
Rural,South,4.0,351.0,2.0,27344.0,0.307,9.873019942,54.68029131
Town,Midwest,4.0,252.0,2.0,46250.0,0.162,8.472997501,59.70713386
Rural,Midwest,96.0,3825.0,5.0,87897.0,0.040999999999999995,9.073379558,61.47024017
Town,Midwest,26.0,1816.0,3.0,61161.0,0.105,8.432194613,57.91246123
Rural,West,22.0,1066.0,4.0,85104.0,0.07200000000000001,5.995170203,52.57745029
Rural,Midwest,1.0,333.0,4.0,53988.0,0.10400000000000001,5.017896647,57.22626364
Rural,Midwest,6.0,216.0,2.0,49583.0,0.142,7.201442072,58.90654919
Urban,Northeast,1500.0,14852.0,25.0,39718.0,0.27699999999999997,7.953939688,67.0558734
Suburban,Northeast,1.0,6211.0,8.0,98718.0,0.095,7.527582052,68.9963153
Town,Midwest,16.0,1400.0,3.0,46711.0,0.107,8.509523114,59.94453244
Urban,Midwest,40.0,6655.0,10.0,112226.0,0.027000000000000003,9.540046774,61.19684248
Rural,West,3.0,228.0,3.0,51563.0,0.086,5.008736438,61.54971
Rural,South,55.0,3313.0,10.0,41806.0,0.223,8.217381861,58.29972339
Rural,Midwest,14.0,732.0,2.0,69375.0,0.061,7.73377278,58.3405952
Rural,West,15.0,1312.0,10.0,45724.0,0.156,3.963164172,59.72108442
Rural,Midwest,10.0,883.0,4.0,46593.0,0.133,8.644363828,56.9116422
Suburban,Northeast,89.0,4214.0,5.0,86154.0,0.049,6.744917431,60.28961847
Rural,South,20.0,998.0,5.0,55203.0,0.10099999999999999,8.372356836,58.13627342
Rural,Midwest,22.0,559.0,2.0,46019.0,0.17,7.94212158,63.2714994
Rural,West,13.0,845.0,3.0,62535.0,0.084,4.595842412,56.04441388
Urban,West,29.0,14541.0,22.0,46165.0,0.221,4.833128855,61.18547545
Rural,Midwest,33.0,1665.0,3.0,74474.0,0.055999999999999994,8.918850351,59.72045033
Urban,West,287.0,22591.0,39.0,76065.0,0.10400000000000001,7.436834642,54.99243932
Rural,Midwest,15.0,1000.0,3.0,57500.0,0.14300000000000002,7.060565634,60.5659005
Rural,Midwest,15.0,1494.0,3.0,119800.0,0.027000000000000003,8.729469702,60.01871195
Rural,West,15.0,106.0,2.0,52969.0,0.043,4.303453836,53.99885
Town,South,13.0,2997.0,8.0,45960.0,0.14800000000000002,7.088434561,58.18961828
Rural,West,5.0,44.0,2.0,61250.0,0.14300000000000002,3.944110384,54.84382
Suburban,Northeast,92.0,2835.0,5.0,177090.0,0.057999999999999996,7.883476731,67.43361206
Rural,Midwest,11.0,938.0,3.0,88450.0,0.08800000000000001,8.8031365,58.9142396
Rural,West,7.0,590.0,4.0,64275.0,0.109,5.265811902,64.88880273
Rural,Midwest,5.0,165.0,1.0,70000.0,0.053,8.708641587,58.41377681
Rural,Midwest,11.0,700.0,3.0,71420.0,0.08199999999999999,7.661622962,56.62835824
Town,West,4.0,985.0,3.0,81944.0,0.084,8.382384932,73.0492
Suburban,Northeast,56.0,2777.0,4.0,74164.0,0.043,7.034542228,53.16304634
Rural,Northeast,35.0,1429.0,3.0,85856.0,0.045,6.629740313,54.77601434
Suburban,Midwest,113.0,16109.0,33.0,60686.0,0.128,9.488249322,68.34179164
Suburban,Midwest,9.0,1798.0,3.0,61817.0,0.086,8.875743312,64.5986163
Rural,Northeast,3.0,43.0,1.0,60417.0,0.08900000000000001,3.894920849,51.84907
Rural,West,2.0,124.0,1.0,51750.0,0.342,3.61374389,63.57568
Town,South,31.0,3088.0,6.0,53420.0,0.125,7.819984144,57.64420307
Suburban,West,10.0,918.0,2.0,153670.0,0.032,4.7311072769999996,53.87748076
Rural,Midwest,2.0,24.0,1.0,64135.0,0.16699999999999998,4.743660825,54.333838
Suburban,South,167.0,23342.0,32.0,102389.0,0.07,9.172422646,69.65141719
Rural,West,4.0,30.0,1.0,36905.0,0.174,6.774477397,51.05799
Rural,Midwest,22.0,1159.0,4.0,61836.0,0.086,6.869580843,56.63750275
Town,West,40.0,3264.0,9.0,66304.0,0.126,4.374310481,61.03677024
Town,South,12.0,548.0,4.0,34078.0,0.385,8.587196501,56.60317249
Suburban,Northeast,39.0,2017.0,5.0,84246.0,0.047,6.084111407,69.53309363
Town,Midwest,44.0,3406.0,6.0,52849.0,0.151,8.601899103,58.86043776
Town,Northeast,38.0,1782.0,3.0,49567.0,0.168,6.792122764,59.04154505
Rural,Midwest,7.0,576.0,2.0,65403.0,0.106,8.564975234,64.37458581
Suburban,South,111.0,12896.0,23.0,59928.0,0.10400000000000001,6.843293765,60.25576695
Town,South,55.0,5165.0,9.0,72840.0,0.109,6.955133904,55.04870195
Rural,West,10.0,483.0,2.0,77740.0,0.044000000000000004,4.176498003,56.13208531
Rural,South,10.0,634.0,2.0,56290.0,0.091,8.782361573,60.06077801
Rural,South,17.0,1083.0,3.0,70025.0,0.059000000000000004,8.572717159,60.80673926
Rural,South,3.0,211.0,3.0,30278.0,0.435,9.8440135,54.58272852
Town,West,23.0,1473.0,6.0,48227.0,0.179,7.007438039,50.06690669
Rural,Northeast,9.0,344.0,1.0,68688.0,0.109,6.4327556,55.94801514
Town,South,4.0,324.0,1.0,30219.0,0.34600000000000003,7.836688959,57.54018
Rural,Midwest,8.0,214.0,2.0,43611.0,0.267,7.91221722,58.2730838
Rural,South,20.0,876.0,2.0,31053.0,0.27,7.596848682,55.58040562
Town,West,17.0,742.0,4.0,40448.0,0.11699999999999999,6.303632532,55.29606543
Town,Midwest,15.0,1196.0,4.0,66580.0,0.139,6.15222801,61.38741051
Rural,Northeast,14.0,440.0,2.0,95553.0,0.023,5.679253425,67.16898
Town,Midwest,29.0,2387.0,6.0,85833.0,0.034,8.297262928,57.49039863
Rural,Midwest,6.0,62.0,2.0,44412.0,0.166,7.098575646,57.05859291
Rural,Midwest,31.0,1263.0,4.0,77614.0,0.08199999999999999,7.53226469,58.31778602
Rural,Midwest,7.0,607.0,2.0,59107.0,0.08900000000000001,5.499174579,62.00989737
Rural,Midwest,4.0,378.0,3.0,63343.0,0.11900000000000001,9.114084905,61.54367886
Rural,Midwest,6.0,197.0,1.0,84896.0,0.048,9.15361763,62.74859357
Urban,South,69.0,8200.0,14.0,43540.0,0.244,9.945452528,56.61260795
Rural,Midwest,9.0,516.0,2.0,37639.0,0.337,7.068695992,54.35302929
Town,Midwest,3.0,1784.0,7.0,64652.0,0.084,6.949477137,59.57830919
Town,Midwest,59.0,4897.0,10.0,52644.0,0.175,8.317047035,57.83608279
Urban,West,11.0,1806.0,4.0,79145.0,0.095,10.78512138,63.83834844
Rural,South,47.0,2155.0,7.0,43424.0,0.201,8.882770676,58.65291854
Rural,Midwest,4.0,413.0,2.0,67688.0,0.077,4.372981479,54.39757079
Rural,Northeast,23.0,742.0,2.0,62727.0,0.076,6.34828607,53.39131095
Suburban,Midwest,169.0,10122.0,18.0,85613.0,0.055999999999999994,8.840754008,60.97188365
Suburban,Midwest,40.0,2565.0,4.0,115032.0,0.034,8.840263191,63.05691825
Rural,Midwest,9.0,852.0,3.0,59781.0,0.07200000000000001,8.203720315,59.23110552
Rural,West,4.0,711.0,4.0,59145.0,0.149,7.166759053,56.93855764
Rural,Midwest,6.0,224.0,1.0,53333.0,0.25,7.430253796,55.58025397
Town,West,6.0,1533.0,5.0,56671.0,0.124,6.835437613,54.49641549
Town,West,48.0,3272.0,9.0,64913.0,0.096,6.802472626,54.71886463
Rural,West,2.0,125.0,1.0,36875.0,0.02,7.231898308,55.07637051
Suburban,Midwest,124.0,14571.0,23.0,85862.0,0.078,9.742229246,61.30838962
Rural,South,25.0,1208.0,6.0,52679.0,0.191,7.247109485,56.39533232
Rural,South,4.0,262.0,1.0,45000.0,0.136,6.931820367,61.72551037
Rural,West,5.0,196.0,1.0,58000.0,0.121,4.144393096,54.07563
Urban,West,31.0,5075.0,11.0,54627.0,0.193,7.005795108,69.83176065
Rural,Midwest,10.0,386.0,2.0,67931.0,0.08199999999999999,6.39115999,60.15205359
Rural,South,143.0,7010.0,13.0,41103.0,0.149,7.439995385,58.02118542
Rural,Midwest,5.0,359.0,2.0,47131.0,0.10800000000000001,7.387543574,56.50039763
Town,West,32.0,2841.0,7.0,58317.0,0.096,6.762311239,53.86944982
Rural,Northeast,33.0,882.0,3.0,81099.0,0.08,6.660789134,56.76349983
Suburban,West,19.0,1079.0,4.0,54307.0,0.1,7.175497735,54.52688403
Rural,Midwest,5.0,163.0,3.0,50667.0,0.092,4.199203949,55.30791727
Rural,Midwest,19.0,652.0,3.0,59375.0,0.095,7.451535492,54.98501735
Suburban,Northeast,43.0,1743.0,4.0,84740.0,0.042,6.702656419,54.98458038
Suburban,West,54.0,22365.0,21.0,102323.0,0.055,8.319627462,70.89432692
Rural,Midwest,14.0,564.0,5.0,53690.0,0.16,4.90384472,57.94974005
Suburban,West,61.0,19297.0,28.0,68370.0,0.133,10.63638803,96.22862106
Suburban,Northeast,124.0,5548.0,9.0,131682.0,0.028999999999999998,6.748021339,57.35824554
Urban,Northeast,55.0,5088.0,8.0,48069.0,0.163,5.998967033,51.78257746
Rural,Midwest,4.0,258.0,2.0,45865.0,0.109,5.57436589,55.39409392
Rural,South,13.0,899.0,2.0,46342.0,0.1,8.606099734,56.48938477
Rural,West,2.0,96.0,2.0,43244.0,0.147,5.147587828,56.6364901
Town,South,15.0,1485.0,4.0,36757.0,0.221,9.127903704,58.89282042
Town,West,11.0,1972.0,6.0,63733.0,0.16899999999999998,8.261854031,59.68111557
Rural,South,17.0,691.0,2.0,54821.0,0.214,8.635794512,61.56568027
Rural,Midwest,42.0,399.0,1.0,96538.0,0.047,8.555423562,58.87571
Rural,South,18.0,660.0,3.0,54934.0,0.183,8.442407783,57.87783844
Town,Midwest,13.0,1201.0,4.0,53628.0,0.158,5.801054666,59.55211055
Suburban,Midwest,144.0,11801.0,18.0,127903.0,0.035,9.714978055,64.25848522
Town,South,81.0,5190.0,18.0,38493.0,0.257,7.204899826,57.17329295
Rural,South,18.0,2031.0,3.0,47835.0,0.201,7.580792141,60.87654453
Rural,Midwest,11.0,275.0,3.0,59583.0,0.099,7.969732877,59.70105
Urban,South,143.0,10728.0,11.0,61161.0,0.157,8.575172593,59.60581106
Rural,Midwest,12.0,1100.0,4.0,77599.0,0.095,8.046093061,55.68708059
Rural,Midwest,3.0,29.0,2.0,67083.0,0.087,5.029341357,55.90445263
Town,South,34.0,3880.0,8.0,39745.0,0.317,7.307586885,61.48240165
Rural,South,10.0,530.0,3.0,42210.0,0.20800000000000002,6.540531931,60.74219196
Rural,West,3.0,286.0,1.0,53606.0,0.121,6.483275003,54.8274555
Rural,Midwest,7.0,342.0,3.0,51000.0,0.114,5.893350862,54.49131455
Town,West,48.0,2585.0,6.0,50455.0,0.21600000000000003,5.554733398,65.00181669
Town,West,14.0,3352.0,7.0,80657.0,0.08900000000000001,7.508390393,65.95830209
Rural,Midwest,3.0,1506.0,5.0,99763.0,0.067,6.391307304,58.57830853
Rural,South,17.0,1084.0,3.0,69077.0,0.042,8.955921436,60.17553619
Rural,Midwest,8.0,448.0,3.0,80034.0,0.051,7.268516483,58.75042648
Rural,West,25.0,616.0,4.0,25955.0,0.396,3.720022194,59.92526726
Suburban,Midwest,212.0,4802.0,4.0,64632.0,0.115,8.693839928,61.65124792
Town,West,17.0,1430.0,3.0,67373.0,0.085,5.00874102,46.15393513
Rural,South,52.0,2621.0,8.0,56827.0,0.145,7.80064085,56.46865772
Rural,South,7.0,737.0,4.0,102500.0,0.015,9.039802521,66.21022262
Town,South,14.0,1931.0,4.0,30759.0,0.28600000000000003,6.278848478,64.04995867
Rural,South,60.0,6067.0,8.0,74821.0,0.102,7.042075473,64.19060071
Rural,Midwest,31.0,1725.0,6.0,67326.0,0.095,8.849282174,59.63646747
Rural,West,5.0,106.0,3.0,70333.0,0.113,3.725497424,55.3416144
Rural,South,9.0,493.0,1.0,61071.0,0.162,9.129343665,60.78714547
Suburban,South,3.0,639.0,2.0,69154.0,0.124,9.897426258,65.87527743
Town,West,21.0,2669.0,7.0,69327.0,0.124,8.377031093,70.48816907
Rural,Northeast,32.0,1338.0,3.0,86754.0,0.067,7.713920394,64.19588413
Rural,West,15.0,557.0,3.0,67587.0,0.049,6.633698881,54.15728839
Rural,Midwest,5.0,210.0,1.0,61875.0,0.115,8.486061043,60.34885948
Town,South,29.0,2303.0,4.0,65160.0,0.075,8.626785471,61.68399602
Urban,South,218.0,16729.0,23.0,69435.0,0.102,9.165463428,66.34077317
Urban,South,134.0,14900.0,25.0,63610.0,0.14300000000000002,7.137190869,58.47854507
Rural,West,57.0,5037.0,17.0,37025.0,0.28600000000000003,4.434293019,60.74169835
Town,Midwest,2.0,3204.0,6.0,102449.0,0.02,6.106218286,58.61077196
Town,South,40.0,5612.0,4.0,44049.0,0.32899999999999996,9.308135441,63.89258765
Rural,South,50.0,3100.0,8.0,55183.0,0.16399999999999998,9.066454141,60.68269422
Rural,Midwest,21.0,992.0,3.0,73580.0,0.061,9.236838014,61.03728317
Suburban,Northeast,45.0,8096.0,14.0,94153.0,0.064,7.679604693,64.53595074
Urban,West,587.0,58343.0,78.0,61771.0,0.136,6.124492011,70.82522706
Rural,Midwest,2.0,91.0,1.0,54000.0,0.078,8.192620274,59.77216239
Suburban,Midwest,40.0,7115.0,10.0,143685.0,0.027999999999999997,9.516375725,60.88051296
Urban,West,70.0,10107.0,20.0,62232.0,0.084,9.905360697,55.38879244
Urban,Midwest,73.0,7694.0,16.0,47257.0,0.17300000000000001,8.581505823,57.85685366
Town,Midwest,14.0,1316.0,6.0,55058.0,0.16,8.465286476,61.19205126
Rural,South,24.0,1183.0,4.0,45625.0,0.129,9.405056822,59.17027804
Rural,South,9.0,295.0,2.0,85417.0,0.124,7.297481918,64.05935
Rural,West,12.0,451.0,2.0,53958.0,0.122,4.801492646,55.12405624
Rural,South,43.0,1006.0,5.0,27099.0,0.316,9.076680814,57.19724034
Rural,West,11.0,275.0,2.0,49868.0,0.11699999999999999,5.300564531,52.23512165
Rural,South,6.0,140.0,1.0,53077.0,0.17800000000000002,7.070902557,62.94811635
Rural,West,20.0,1688.0,5.0,84211.0,0.07400000000000001,6.910406273,53.63964704
Rural,West,7.0,571.0,1.0,58281.0,0.149,11.78448204,73.41179821
Rural,Midwest,8.0,329.0,1.0,53851.0,0.078,4.743660825,54.333838
Rural,Midwest,8.0,413.0,2.0,68261.0,0.049,5.401544875,59.70434142
Suburban,Northeast,32.0,3551.0,7.0,114293.0,0.033,8.01357153,63.97799999
Rural,South,6.0,100.0,1.0,53500.0,0.27899999999999997,6.321422989,61.77856591
Suburban,Northeast,7.0,3677.0,6.0,76355.0,0.12,7.997887403,63.53362617
Rural,Midwest,21.0,1480.0,4.0,75561.0,0.059000000000000004,8.213678652,60.40166749
Suburban,Midwest,14.0,1566.0,6.0,58867.0,0.065,8.067639278,63.15766005
Rural,Northeast,10.0,1044.0,3.0,82213.0,0.094,7.115418241,58.17420556
Rural,Northeast,9.0,152.0,1.0,46344.0,0.13699999999999998,7.153297534,59.91894
Rural,South,4.0,183.0,1.0,51625.0,0.126,6.176815449,61.95978762
Suburban,Northeast,70.0,3973.0,5.0,92060.0,0.07200000000000001,7.373896789,58.7582273
Suburban,West,114.0,15131.0,25.0,79721.0,0.08900000000000001,7.552356901,46.62836243
Suburban,South,172.0,15734.0,18.0,64230.0,0.11900000000000001,10.00958384,68.9562233
Town,West,6.0,484.0,2.0,97831.0,0.034,5.130642856,65.15841501
Urban,Midwest,55.0,3402.0,10.0,42114.0,0.24,9.423722006,61.77820477
Town,South,31.0,1810.0,5.0,36832.0,0.254,7.538368753,58.10124111
Suburban,Northeast,75.0,6659.0,4.0,107631.0,0.036000000000000004,7.926694846,66.22926867
Rural,West,9.0,689.0,2.0,75859.0,0.032,4.646342849,54.88846
Suburban,Midwest,90.0,6242.0,11.0,58563.0,0.098,9.639630636,59.33839188
Rural,Northeast,7.0,169.0,1.0,65000.0,0.053,5.276051308,53.26827089
Rural,Midwest,28.0,2698.0,5.0,40662.0,0.313,7.372202967,55.49113245
Town,West,14.0,2066.0,3.0,80856.0,0.096,7.371821521,66.16228887
Rural,Midwest,9.0,212.0,2.0,45536.0,0.196,7.2847679,54.88060296
Rural,South,35.0,1745.0,5.0,42784.0,0.185,8.456675844,60.12384212
Rural,Midwest,8.0,270.0,3.0,44233.0,0.147,8.038426793,59.32625511
Rural,West,31.0,490.0,1.0,77431.0,0.073,8.454074549,59.59749108
Urban,Midwest,94.0,13976.0,29.0,75943.0,0.077,5.384120831,58.31105459
Rural,Midwest,20.0,967.0,3.0,67148.0,0.047,9.07810372,61.22011781
Rural,Midwest,52.0,1154.0,6.0,63269.0,0.106,7.318434559,58.7297991
Suburban,Midwest,14.0,1658.0,4.0,64333.0,0.099,9.16206998,59.47371693
Rural,West,1.0,25.0,1.0,65000.0,0.196,4.477885616,55.49126
Suburban,Northeast,37.0,760.0,2.0,219135.0,0.024,7.549492603,61.60917
Rural,Northeast,22.0,990.0,3.0,51232.0,0.204,6.475755255,50.92976485
Suburban,South,52.0,4457.0,11.0,34296.0,0.28800000000000003,10.55542506,54.68263891
Rural,West,5.0,106.0,1.0,43684.0,0.11599999999999999,4.452754911,61.91415696
Rural,South,21.0,1476.0,4.0,80845.0,0.155,9.144977998,61.89367088
Urban,West,138.0,21177.0,30.0,92422.0,0.071,6.144658969,70.4833927
Rural,West,8.0,814.0,2.0,77875.0,0.06,5.932201797,50.74694642
Rural,Midwest,40.0,1900.0,4.0,56828.0,0.125,8.6114357,60.70492284
Rural,South,37.0,2038.0,7.0,45324.0,0.147,6.144484649,58.55858399
Rural,South,11.0,350.0,2.0,57900.0,0.151,8.977806738,57.15803105
Rural,Midwest,9.0,463.0,2.0,78828.0,0.055999999999999994,7.847279222,58.75597192
Town,West,69.0,1657.0,12.0,58329.0,0.08,3.597297354,56.9381706
Town,South,60.0,3656.0,5.0,54506.0,0.149,9.096306112,62.59693289
Suburban,West,17.0,7965.0,15.0,97045.0,0.081,10.99727821,81.81491683
Rural,West,14.0,150.0,2.0,61417.0,0.11900000000000001,4.411876381,55.7324083
Town,Midwest,49.0,5343.0,7.0,59771.0,0.145,8.136741827,57.91875031
Rural,South,33.0,1257.0,4.0,50601.0,0.12,7.7523334,56.93100397
Town,Midwest,46.0,3159.0,5.0,67480.0,0.07,7.38062629,62.36462841
Suburban,Midwest,43.0,2738.0,6.0,75281.0,0.062,8.208430541,58.14959397
Rural,Northeast,13.0,563.0,2.0,58750.0,0.168,6.199243272,53.24104023
Rural,South,31.0,1524.0,5.0,61622.0,0.131,8.701835329,60.27450234
Rural,Midwest,24.0,1564.0,5.0,64737.0,0.062,8.676930246,58.24547169
Rural,West,20.0,1294.0,4.0,69291.0,0.113,7.22660767,52.69931424
Rural,Northeast,1.0,224.0,2.0,184688.0,0.065,7.436292845,60.89584252
Rural,West,26.0,596.0,3.0,72115.0,0.14400000000000002,3.244370673,59.20404662
Town,Midwest,16.0,1798.0,6.0,55364.0,0.171,7.624466796,65.91750585
Town,Midwest,15.0,1400.0,4.0,78352.0,0.053,7.70680441,58.87664697
Town,Midwest,15.0,1000.0,3.0,60272.0,0.033,7.292118777,58.79265163
Town,West,49.0,3822.0,13.0,57153.0,0.12,9.351725622,52.85360403
Town,South,46.0,3856.0,8.0,36478.0,0.23800000000000002,8.637626718,60.48410208
Town,West,22.0,1435.0,5.0,87066.0,0.043,8.426002929,55.16694555
Town,West,10.0,890.0,4.0,44401.0,0.198,4.386482266,62.96651267
Rural,Midwest,20.0,1075.0,3.0,109704.0,0.019,9.520711986,60.3061132
