1p. Locale broad type (name),1q. Census Region,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,2a. Total number of buses,4b. Number of students in district,4c. Number of schools in district,4f. Median household income,4g. Percent of population below the poverty level,5f. PM2.5 concentration,5h. Ozone concentration,5b. Percent non-white and/or Hispanic,0a. Has committed ESBs?
Town,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,South,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,No,54.0,2878.0,8.0,49705.0,0.14,6.497558435,56.54199302,0.087711254,0.0
Rural,South,Yes,52.0,2361.0,4.0,55268.0,0.133,7.203741264,56.88523267,0.234927365,0.0
Town,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,16.0,702.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,South,Yes,15.0,504.0,3.0,55807.0,0.192,6.097565205,56.01636,0.048079189,0.0
Rural,South,Yes,22.0,796.0,2.0,54556.0,0.11800000000000001,6.716896105,57.57836479,0.064829564,0.0
Suburban,South,No,94.0,4492.0,12.0,72941.0,0.067,6.963967841,57.20227808,0.082106016,0.0
Suburban,South,Yes,24.0,2194.0,7.0,43879.0,0.177,7.070300081,59.81287758,0.12208755,0.0
Rural,South,Yes,73.0,2462.0,9.0,37093.0,0.252,6.949287151,57.36468171,0.055736114,0.0
Rural,South,Yes,56.0,1992.0,5.0,49841.0,0.14800000000000002,7.134955672,56.31884441,0.388070342,0.0
Rural,South,No,12.0,889.0,4.0,42156.0,0.214,6.611456438,56.26564,0.126635584,0.0
Rural,South,Yes,93.0,4337.0,5.0,76528.0,0.10800000000000001,7.543135417,57.33193182,0.369333463,0.0
Town,South,No,35.0,1892.0,4.0,86633.0,0.057999999999999996,7.444853221,55.69014331,0.149803069,0.0
Town,South,Yes,12.0,574.0,2.0,47164.0,0.23800000000000002,7.255163288,58.84743,0.280928638,0.0
Suburban,South,No,32.0,2843.0,6.0,65570.0,0.09,8.035056169,59.89856854,0.296960335,0.0
Rural,South,Yes,17.0,476.0,2.0,60283.0,0.142,6.653448767,57.61342,0.038461538,0.0
Rural,South,Yes,37.0,1283.0,4.0,57568.0,0.071,7.30559961,56.27648805,0.365187713,0.0
Town,South,Yes,78.0,5684.0,14.0,38904.0,0.231,7.815521939,58.37067191,0.59105649,0.0
Rural,South,Yes,58.0,1946.0,5.0,33905.0,0.212,6.948083561,57.59923963,0.025953984,0.0
Rural,South,No,80.0,4256.0,7.0,68918.0,0.105,7.722271514,58.30784738,0.37799572,0.0
Suburban,South,No,176.0,10837.0,20.0,111368.0,0.059000000000000004,7.443326621,56.39023309,0.213502541,0.0
Rural,South,Yes,79.0,3438.0,4.0,82983.0,0.046,7.274019222,55.99804236,0.23147943,0.0
Town,South,No,166.0,6252.0,14.0,59667.0,0.133,7.188682053,57.77981392,0.130824928,0.0
Rural,South,No,251.0,13960.0,19.0,84317.0,0.067,7.310131708,54.66174429,0.181698362,0.0
Town,South,No,40.0,3457.0,6.0,57911.0,0.10300000000000001,6.861959036,58.30559101,0.056311143,0.0
Rural,South,No,102.0,5054.0,9.0,77733.0,0.075,6.931770403,57.67828949,0.164334214,0.0
Town,South,No,58.0,2838.0,7.0,73844.0,0.10099999999999999,6.934573448,55.54977086,0.19691764,0.0
Town,South,No,41.0,2034.0,4.0,53063.0,0.114,7.579353684,56.72459137,0.640383777,0.0
Town,South,Yes,131.0,4620.0,11.0,45962.0,0.151,7.629734744,57.88457981,0.404113591,0.0
Suburban,South,No,291.0,17066.0,25.0,96911.0,0.055,7.940898029,57.94735069,0.172632562,0.0
Rural,South,No,143.0,7010.0,13.0,41103.0,0.149,7.439995385,58.02118542,0.308612487,0.0
Rural,South,Yes,8.0,200.0,2.0,52901.0,0.126,5.842144658,55.52597,0.076716016,0.0
Suburban,South,Yes,39.0,3984.0,7.0,44209.0,0.24,7.982705798,59.779144,0.55803649,0.0
Rural,South,No,82.0,5627.0,9.0,84673.0,0.08800000000000001,7.132427394,56.83850956,0.302080886,0.0
Rural,South,Yes,25.0,858.0,3.0,61672.0,0.14300000000000002,7.114094292,56.88722337,0.339910314,0.0
Town,South,No,67.0,4521.0,5.0,102750.0,0.065,7.460125791,58.21615201,0.286272888,0.0
Rural,South,Yes,40.0,2084.0,4.0,74009.0,0.08,7.369965695,57.43454819,0.228199418,0.0
Rural,South,Yes,34.0,1039.0,4.0,64460.0,0.109,6.733118291,59.66947637,0.329424698,0.0
Urban,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,South,No,16.0,702.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,South,No,16.0,485.0,2.0,66114.0,0.228,6.571816712,56.22446,0.200219569,0.0
Rural,South,Yes,52.0,1575.0,4.0,47269.0,0.14,7.508597666,56.45405595,0.413787348,0.0
Rural,South,Yes,42.0,1680.0,4.0,72349.0,0.087,6.90245866,55.29724574,0.153302746,0.0
Suburban,South,No,39.0,3434.0,4.0,90544.0,0.044000000000000004,8.104444757,59.93473156,0.688952637,0.0
Rural,South,Yes,32.0,911.0,3.0,73229.0,0.08,6.692618281,61.50839445,0.153837155,0.0
Rural,South,Yes,143.0,3972.0,6.0,46378.0,0.179,7.636570713,57.12603259,0.396909085,0.0
Rural,South,Yes,61.0,3435.0,5.0,101628.0,0.046,7.491648753,57.39966243,0.224121853,0.0
Urban,South,No,340.0,26531.0,43.0,57463.0,0.158,7.107425624,58.1156318,0.58650017,0.0
Urban,South,Yes,321.0,27306.0,50.0,56244.0,0.174,7.195002751,60.38601686,0.571123761,0.0
Rural,South,Yes,32.0,1200.0,3.0,61291.0,0.155,6.723305664,61.52332396,0.317258671,0.0
Town,South,Yes,10.0,813.0,2.0,35592.0,0.28300000000000003,6.963826767,58.25441,0.03517316,0.0
Rural,South,Yes,41.0,1810.0,5.0,54614.0,0.165,7.499930028,56.30617418,0.458415778,0.0
Rural,South,Yes,73.0,5035.0,11.0,79211.0,0.113,7.354586779,55.57975902,0.229326963,0.0
Rural,South,Yes,58.0,3030.0,9.0,53168.0,0.12300000000000001,6.729615146,55.4963058,0.070826662,0.0
Rural,South,Yes,61.0,2481.0,7.0,47215.0,0.10800000000000001,7.013206129,57.72489579,0.104014495,0.0
Suburban,South,No,22.0,2055.0,4.0,112026.0,0.044000000000000004,6.879074432,59.67608123,0.096430302,0.0
Town,South,Yes,55.0,1887.0,4.0,49019.0,0.23600000000000002,7.329227505,56.50075995,0.392150592,0.0
Rural,South,No,84.0,6106.0,7.0,78895.0,0.092,7.775226071,59.5774896,0.458596158,0.0
Rural,South,No,87.0,3988.0,8.0,55446.0,0.128,6.916132977,57.97173155,0.097748798,0.0
Suburban,South,No,12.0,3690.0,5.0,44360.0,0.354,7.023314815,58.35937357,0.170317803,0.0
Rural,South,Yes,24.0,735.0,2.0,90307.0,0.061,6.743914301,54.94157998,0.120810811,0.0
Urban,South,Yes,209.0,21130.0,53.0,54795.0,0.198,8.338863266,59.1504432,0.585569578,0.0
Rural,South,Yes,28.0,1346.0,3.0,57697.0,0.10300000000000001,6.904051527,57.58020068,0.397663446,0.0
Urban,South,Yes,173.0,13597.0,26.0,48476.0,0.184,7.226255817,57.79317919,0.425636185,0.0
Suburban,South,No,187.0,13811.0,29.0,74622.0,0.069,7.137337775,57.82653524,0.150639129,0.0
Town,South,No,67.0,2549.0,6.0,57828.0,0.10300000000000001,6.519488627,56.18288007,0.085160835,0.0
Rural,South,No,259.0,11497.0,23.0,67484.0,0.076,6.84716666,55.19344941,0.125490432,0.0
Rural,South,Yes,74.0,3375.0,13.0,41100.0,0.185,6.866639875,58.31172267,0.037328397,0.0
Suburban,South,No,44.0,3750.0,7.0,66472.0,0.1,7.119090745,57.91347054,0.157765936,0.0
Suburban,South,No,69.0,4024.0,15.0,42561.0,0.154,7.288292169,59.05641193,0.035780497,0.0
Town,South,No,119.0,5630.0,10.0,58609.0,0.114,6.696870952,55.07212188,0.1357949,0.0
Rural,South,No,81.0,3981.0,14.0,42588.0,0.18899999999999997,6.527339649,57.62633203,0.062383178,0.0
Rural,South,No,385.0,24201.0,34.0,98973.0,0.071,7.646046683,56.7855829,0.33995942,0.0
Suburban,South,No,266.0,31105.0,34.0,119818.0,0.051,7.768682221,57.57242268,0.417025499,0.0
Urban,South,No,31.0,2692.0,6.0,53041.0,0.12300000000000001,6.739774964,55.53065549,0.198596104,0.0
Suburban,South,No,162.0,14490.0,22.0,81883.0,0.096,7.162688271,56.95601232,0.515353605,0.0
Rural,South,Yes,42.0,681.0,3.0,61105.0,0.14800000000000002,7.12968902,56.62188792,0.467773884,0.0
Rural,South,Yes,37.0,998.0,3.0,56968.0,0.105,7.284206163,57.6693926,0.611678832,0.0
Town,South,No,95.0,5416.0,14.0,42937.0,0.17600000000000002,6.671296166,57.59528596,0.064188108,0.0
Town,South,No,55.0,5165.0,9.0,72840.0,0.109,6.955133904,55.04870195,0.147050096,0.0
Town,South,No,13.0,810.0,2.0,80300.0,0.066,7.193613425,56.50101,0.222060958,0.0
Urban,South,No,54.0,4268.0,7.0,61321.0,0.133,7.421659823,54.54242753,0.3547918,0.0
Rural,South,Yes,94.0,3878.0,13.0,52726.0,0.152,6.681697677,57.36883429,0.065086253,0.0
Suburban,South,No,160.0,12640.0,19.0,96144.0,0.049,7.018548062,58.22475526,0.309399009,0.0
Urban,South,No,753.0,65456.0,87.0,81810.0,0.078,6.931802713,61.04045959,0.394674626,1.0
Rural,South,No,130.0,6737.0,16.0,54737.0,0.127,6.808325051,58.77852195,0.050762079,1.0
Suburban,South,No,34.0,3041.0,7.0,47238.0,0.166,6.857592429,55.72810386,0.265926227,1.0
Rural,South,Yes,50.0,1561.0,4.0,55013.0,0.146,7.090403413,58.89275199,0.366841301,1.0
Suburban,South,No,160.0,11375.0,16.0,65297.0,0.155,7.174763357,56.35734319,0.322374011,1.0
Town,South,Yes,94.0,5913.0,13.0,44884.0,0.19699999999999998,6.971364465,58.1929028,0.089458268,1.0
Urban,West,No,98.0,11206.0,19.0,87941.0,0.062,5.538288162,45.85335002,0.296394047,1.0
Rural,West,Yes,19.0,789.0,4.0,50357.0,0.19699999999999998,7.463274014,51.41508842,0.11334258,1.0
Suburban,West,No,15.0,1554.0,4.0,71447.0,0.087,7.74075361,55.36932305,0.191699933,1.0
Town,West,No,3.0,165.0,1.0,69423.0,0.063,5.275462989,45.95518992,0.234919571,1.0
Rural,West,Yes,7.0,249.0,2.0,45833.0,0.21899999999999997,6.195256083,50.33431157,0.14379085,1.0
Rural,West,No,16.0,702.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,1.0
Town,West,No,25.0,1708.0,6.0,64811.0,0.14400000000000002,5.316595561,46.47692609,0.163938034,1.0
Urban,West,No,165.0,20359.0,33.0,93093.0,0.085,7.565045118,46.89983408,0.378928269,1.0
Suburban,West,No,66.0,7425.0,15.0,68116.0,0.124,7.074250527,51.30218369,0.402974236,1.0
Suburban,West,No,110.0,18048.0,43.0,76286.0,0.11800000000000001,6.919929443,47.88426471,0.580952088,1.0
Suburban,West,No,169.0,19524.0,30.0,154967.0,0.044000000000000004,6.344402548,50.54312584,0.415679222,1.0
Urban,West,No,155.0,25586.0,45.0,92810.0,0.092,6.450403377,51.15316143,0.484553794,1.0
Rural,West,Yes,8.0,196.0,1.0,60536.0,0.18100000000000002,4.627129367,45.89993833,0.183184491,1.0
Suburban,West,No,137.0,30991.0,58.0,148363.0,0.054000000000000006,7.044795866,48.19280178,0.40396502,1.0
Suburban,West,No,30.0,2627.0,5.0,72355.0,0.083,6.849972712,46.32981285,0.241920563,1.0
Rural,West,Yes,17.0,593.0,2.0,80455.0,0.059000000000000004,8.362995887,54.39607394,0.097367761,1.0
Rural,West,Yes,7.0,221.0,2.0,67540.0,0.073,7.839957602,53.80705098,0.093415148,1.0
Rural,West,Yes,6.0,228.0,3.0,65461.0,0.13,5.609753151,43.57336,0.106262397,1.0
Urban,West,No,5.0,1045.0,2.0,54167.0,0.14300000000000002,4.632459635,46.45168449,0.073249262,1.0
Suburban,West,No,108.0,10320.0,17.0,79333.0,0.105,8.99767127,55.90649848,0.124784425,1.0
Suburban,West,No,41.0,4057.0,6.0,170000.0,0.049,7.0066739,47.33524895,0.337370608,1.0
Rural,West,No,20.0,1294.0,4.0,69291.0,0.113,7.22660767,52.69931424,0.27941633,1.0
Rural,West,Yes,15.0,689.0,4.0,50896.0,0.11199999999999999,4.771099097,45.4935204,0.145996593,1.0
Suburban,West,Yes,71.0,5418.0,14.0,88707.0,0.07,5.87388906,45.69068084,0.241666173,1.0
Urban,West,No,123.0,15119.0,24.0,80290.0,0.099,6.619367626,48.66099872,0.299622285,1.0
Rural,West,Yes,8.0,283.0,3.0,36580.0,0.159,7.163399515,49.74834552,0.121678186,1.0
Suburban,West,No,162.0,22944.0,39.0,128060.0,0.042,7.380361207,47.12773027,0.342639328,1.0
Town,West,No,49.0,5730.0,12.0,66313.0,0.08199999999999999,5.903820481,44.94510864,0.324992904,1.0
Urban,West,No,88.0,9633.0,20.0,80178.0,0.114,6.43239906,48.0249802,0.24230462,1.0
Rural,West,Yes,8.0,701.0,6.0,62588.0,0.107,5.715053634,43.36591195,0.104004449,1.0
Suburban,West,No,169.0,18515.0,29.0,72795.0,0.156,9.965919378,57.57684081,0.607731136,1.0
Rural,West,No,14.0,759.0,3.0,70462.0,0.09,5.454200787,46.7673848,0.179917561,1.0
Town,West,No,25.0,2740.0,6.0,34691.0,0.313,8.023905883,53.21467522,0.253565226,1.0
Rural,West,Yes,20.0,671.0,3.0,73304.0,0.129,8.126588473,54.58066983,0.114073944,1.0
Urban,West,No,116.0,15230.0,30.0,85339.0,0.08900000000000001,6.725472629,49.2719209,0.558890122,1.0
Rural,West,Yes,11.0,378.0,4.0,50789.0,0.138,6.304366734,50.47063429,0.258803612,1.0
Urban,West,No,423.0,51238.0,109.0,105327.0,0.1,7.176669669,45.76257285,0.382104776,1.0
Rural,West,Yes,10.0,263.0,3.0,56250.0,0.10800000000000001,7.268906129,50.25384803,0.188114388,1.0
Suburban,West,No,72.0,9564.0,18.0,103115.0,0.07400000000000001,7.379193591,45.96815003,0.337948732,1.0
Rural,West,Yes,3.0,73.0,1.0,84750.0,0.087,5.666849892,54.47210355,0.168098511,1.0
Suburban,West,No,97.0,9418.0,18.0,124905.0,0.057,7.06485146,47.6925994,0.225531694,1.0
Town,West,No,72.0,7086.0,14.0,147635.0,0.040999999999999995,5.589046023,51.47271905,0.25679328,1.0
Rural,West,Yes,21.0,1202.0,5.0,85104.0,0.07,6.742823456,45.96020634,0.085129366,1.0
Urban,West,No,201.0,28714.0,68.0,57792.0,0.153,8.838526275,55.27565122,0.186208178,1.0
Town,West,No,30.0,2074.0,8.0,74509.0,0.049,5.647181468,49.24744751,0.169834811,1.0
Town,West,No,53.0,6369.0,9.0,49661.0,0.149,8.457014666,53.08716302,0.732068296,1.0
Urban,West,No,184.0,28311.0,69.0,72013.0,0.121,7.11511751,49.75387213,0.423568148,1.0
Rural,West,Yes,7.0,190.0,2.0,55313.0,0.141,7.943657808,53.69441234,0.093320332,1.0
Rural,West,Yes,25.0,1166.0,5.0,44145.0,0.182,6.032685766,49.83739526,0.372041069,1.0
Town,West,Yes,24.0,4246.0,9.0,56817.0,0.192,8.458112016,52.89542716,0.72385187,1.0
Suburban,West,No,60.0,4436.0,10.0,102281.0,0.052000000000000005,5.357333097,53.83093383,0.226876453,0.0
Rural,West,Yes,16.0,201.0,3.0,41420.0,0.207,6.774477397,51.05799,0.754343919,0.0
Suburban,West,No,49.0,4940.0,13.0,65837.0,0.145,6.023274666,51.16034651,0.14607112,0.0
Urban,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,72.0,57.0,3.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,31.0,0.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,14.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,21.0,5.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,142.0,4.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,24.0,268.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,214.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,30.0,86.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,0.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,107.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,0.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,0.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,25.0,3304.0,13.0,48304.0,0.215,5.151121335,45.80364737,0.256571517,0.0
Rural,West,Yes,8.0,648.0,2.0,75161.0,0.049,6.00889973,49.86071829,0.162553152,0.0
Rural,West,Yes,7.0,144.0,1.0,62500.0,0.099,7.607135689,51.61707551,0.14872129,0.0
Town,West,No,26.0,2606.0,8.0,83052.0,0.08,5.71867505,44.21979194,0.156034233,0.0
Suburban,West,No,57.0,5506.0,11.0,101435.0,0.040999999999999995,6.485542997,46.75066572,0.205143157,0.0
Suburban,West,No,13.0,614.0,2.0,74161.0,0.07,6.579171733,53.07161129,0.094702508,0.0
Urban,West,Yes,121.0,17857.0,27.0,78668.0,0.094,6.414329372,52.2135043,0.436007946,0.0
Suburban,West,No,16.0,577.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,58.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Rural,West,No,16.0,144.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,93.0,2.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,Yes,1.0,84.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,29.0,3594.0,10.0,145475.0,0.026000000000000002,6.398259558,45.16719768,0.113653948,0.0
Urban,West,No,16.0,156.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,235.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,8.0,330.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,9.0,736.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,9.0,504.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,0.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,702.0,0.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,145.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,3.0,458.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,5.0,596.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,5.0,434.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,3.0,342.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,16.0,146.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,36.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,16.0,69.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,2.0,168.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Urban,West,No,4.0,326.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Town,West,No,16.0,97.0,1.0,62528.0,0.10800000000000001,7.6043154625,59.16812578,0.155834028,0.0
Suburban,West,No,147.0,12393.0,21.0,96400.0,0.055,6.722363625,53.6158345,0.152676678,0.0
Urban,West,No,130.0,19089.0,32.0,139083.0,0.07,6.95409718,48.33428024,0.53105267,0.0
Urban,West,No,75.0,11614.0,25.0,64930.0,0.165,5.480439596,45.23533774,0.219160074,0.0
Rural,West,Yes,3.0,5.0,1.0,66250.0,0.14800000000000002,8.223371315,54.6709,0.350055741,0.0
Suburban,West,No,227.0,21156.0,34.0,86935.0,0.079,6.504418089,52.88989405,0.348599519,0.0
Rural,West,Yes,6.0,104.0,1.0,62528.0,0.028999999999999998,7.227024953,52.94628343,0.436527793,0.0
Town,West,No,30.0,2081.0,7.0,70140.0,0.111,6.895815264,44.63346203,0.176134621,0.0
Rural,West,Yes,7.0,86.0,1.0,65625.0,0.12,5.889104561,49.4201056,0.129779214,0.0
Urban,West,No,36.0,4383.0,13.0,62673.0,0.13699999999999998,5.668537952,45.88966456,0.312826668,0.0
Rural,West,Yes,9.0,1012.0,4.0,55738.0,0.207,6.461198669,49.64920929,0.502301074,0.0
Rural,West,Yes,9.0,776.0,4.0,47642.0,0.205,7.073653844,50.28258953,0.519807237,0.0
Rural,West,Yes,3.0,74.0,1.0,49732.0,0.115,3.89713927,47.16578448,0.231088561,0.0
Suburban,West,No,45.0,3351.0,9.0,79119.0,0.1,5.454820569,45.51362885,0.262034622,0.0
Suburban,West,No,85.0,7324.0,16.0,118882.0,0.051,7.056574119,55.58040309,0.218243356,0.0
Rural,West,Yes,11.0,479.0,4.0,45441.0,0.132,4.325925136,46.61461573,0.554471931,0.0
Rural,West,No,4.0,180.0,1.0,120476.0,0.027000000000000003,4.962662102,55.44212471,0.173666595,0.0
Town,West,No,23.0,1252.0,7.0,76175.0,0.07200000000000001,5.365756236,50.92234708,0.191338712,0.0
Town,West,No,17.0,1580.0,3.0,62794.0,0.111,6.012100943,51.29561693,0.222938098,0.0
Town,West,No,19.0,1508.0,4.0,69110.0,0.102,5.83943732,50.75559649,0.115994012,0.0
Rural,West,Yes,5.0,97.0,1.0,85481.0,0.109,6.625034507,52.90078946,0.120025349,0.0
Urban,West,No,107.0,14688.0,32.0,70244.0,0.08,9.148967424,55.34931397,0.151024254,0.0
Town,West,No,39.0,3440.0,9.0,49454.0,0.185,6.139120766,50.0700654,0.192748767,0.0
Town,West,No,23.0,3012.0,8.0,68816.0,0.098,5.935680662,50.83785882,0.178538054,0.0
Rural,West,No,20.0,1335.0,6.0,62784.0,0.136,6.013114108,50.08529688,0.325525961,0.0
Town,West,No,71.0,5540.0,12.0,61272.0,0.172,8.295494423,54.48332116,0.182688912,0.0
Rural,West,No,20.0,717.0,5.0,70127.0,0.145,5.211631195,45.85034979,0.133302636,0.0
Suburban,West,No,22.0,2518.0,10.0,55038.0,0.139,7.381646315,53.30417067,0.111390694,0.0
Town,West,No,15.0,972.0,4.0,66786.0,0.091,5.564204004,51.76328066,0.16412684,0.0
Rural,West,Yes,2.0,40.0,1.0,47188.0,0.258,3.445066521,47.637,0.304274937,0.0
Urban,West,No,120.0,12566.0,32.0,56555.0,0.142,7.078047052,49.66069578,0.520039523,0.0
Town,West,No,16.0,562.0,2.0,58213.0,0.094,7.848377293,53.45269147,0.15144086,0.0
Rural,West,Yes,6.0,150.0,1.0,72891.0,0.034,7.833319077,53.33034916,0.195034072,0.0
Rural,West,Yes,10.0,139.0,2.0,39931.0,0.22699999999999998,7.378533107,53.92880648,0.296946665,0.0
Rural,West,No,12.0,734.0,3.0,83413.0,0.121,8.194044687,55.90398538,0.307733004,0.0
Town,West,No,34.0,1685.0,6.0,54472.0,0.11800000000000001,7.346500752,50.06610016,0.116974318,0.0
Rural,West,Yes,15.0,495.0,4.0,63359.0,0.121,4.561489775,47.62161275,0.16838187,0.0
Rural,West,No,9.0,444.0,1.0,100179.0,0.043,6.007436521,45.68201,0.164712154,0.0
Rural,West,No,10.0,1055.0,7.0,77481.0,0.096,6.029237603,45.29023263,0.111380323,0.0
Rural,West,Yes,6.0,336.0,2.0,56339.0,0.192,3.929800355,46.75151704,0.250723093,0.0
